chunk_id,source_article,subject,subject_type,predicate,object,object_type,evidence_span
18,Breast cancer,breast cancer awareness campaigns,organisation,inspired_by,AIDS awareness campaigns,organisation,"This series of political and educational campaigns, partly inspired by the politically and socially effective AIDS awareness campaigns..."
18,Breast cancer,breast cancer awareness campaigns,organisation,resulted_in,second opinions before surgery,other,"...resulted in the widespread acceptance of second opinions before surgery, less invasive surgical procedures, support groups, and other advances in care."
18,Breast cancer,breast cancer awareness campaigns,organisation,resulted_in,less invasive surgical procedures,other,"...resulted in the widespread acceptance of second opinions before surgery, less invasive surgical procedures, support groups, and other advances in care."
18,Breast cancer,breast cancer awareness campaigns,organisation,resulted_in,support groups,organisation,"...resulted in the widespread acceptance of second opinions before surgery, less invasive surgical procedures, support groups, and other advances in care."
19,Breast cancer,pink ribbon,other,symbol_of,breast cancer awareness,disease,A pink ribbon is the most prominent symbol of breast cancer awareness.
19,Breast cancer,pink ribbon,other,used_for,fundraisers,other,"Pink ribbons, which can be made inexpensively, are sometimes sold as fundraisers."
19,Breast cancer,pink ribbon,other,honors,those diagnosed with breast cancer,disease,They may be worn to honor those who have been diagnosed with breast cancer.
19,Breast cancer,US-based corporations,organisation,launched,breast cancer awareness campaigns,pathway,"In the 1990s, breast cancer awareness campaigns were launched by US-based corporations."
19,Breast cancer,US-based corporations,organisation,donated_to,breast cancer initiatives,disease,"As part of these cause-related marketing campaigns, corporations donated to a variety of breast cancer initiatives for every pink ribbon product that was purchased."
19,Breast cancer,The Wall Street Journal,organisation,noted,the strong emotions provoked by breast cancer translate to a company's bottom line,other,"The Wall Street Journal noted that ""the strong emotions provoked by breast cancer translate to a company's bottom line""."
19,Breast cancer,Avon,organisation,established,breast cancer foundations,organisation,others such as Avon established their own breast cancer foundations on the back of pink ribbon products.
19,Breast cancer,wearing or displaying a pink ribbon,other,criticized_as,slacktivism,other,Wearing or displaying a pink ribbon has been criticized by the opponents of this practice as a kind of slacktivism.
19,Breast cancer,wearing or displaying a pink ribbon,other,criticized_as,hypocrisy,other,"It has also been criticized as hypocrisy, because some people wear the pink ribbon to show good will towards women with breast cancer, but then oppose these women's practical goals."
19,Breast cancer,feel-good nature of pink ribbons,other,distracts_from,preventing and curing breast cancer,disease,Critics say that the feel-good nature of pink ribbons and pink consumption distracts society from the lack of progress on preventing and curing breast cancer.
19,Breast cancer,pink ribbons,other,reinforces,gender stereotypes,other,It is also criticized for reinforcing gender stereotypes and objectifying women and their breasts.
20,Breast cancer,Samantha King,organisation,wrote,"Pink Ribbons, Inc.: Breast Cancer and the Politics of Philanthropy",other,"In her 2006 book Pink Ribbons, Inc.: Breast Cancer and the Politics of Philanthropy Samantha King claimed that breast cancer has been transformed from a serious disease and individual tragedy to a market-driven industry of survivorship and corporate sales pitch."
20,Breast cancer,Samantha King,organisation,claimed,breast cancer has been transformed into a market-driven industry of survivorship and corporate sales pitch,other,"In her 2006 book Pink Ribbons, Inc.: Breast Cancer and the Politics of Philanthropy Samantha King claimed that breast cancer has been transformed from a serious disease and individual tragedy to a market-driven industry of survivorship and corporate sales pitch."
20,Breast cancer,Gayle Sulik,organisation,argued,the primary purposes of breast cancer culture are to maintain breast cancer's dominance as the pre-eminent women's health issue,other,"In 2010 Gayle Sulik argued that the primary purposes or goals of breast cancer culture are to maintain breast cancer's dominance as the pre-eminent women's health issue, to promote the appearance that society is doing something effective about breast cancer, and to sustain and expand the social, political, and financial power of breast cancer activists."
20,Breast cancer,Gayle Sulik,organisation,argued,the primary purposes of breast cancer culture are to promote the appearance that society is doing something effective about breast cancer,other,"In 2010 Gayle Sulik argued that the primary purposes or goals of breast cancer culture are to maintain breast cancer's dominance as the pre-eminent women's health issue, to promote the appearance that society is doing something effective about breast cancer, and to sustain and expand the social, political, and financial power of breast cancer activists."
20,Breast cancer,Gayle Sulik,organisation,argued,"the primary purposes of breast cancer culture are to sustain and expand the social, political, and financial power of breast cancer activists",other,"In 2010 Gayle Sulik argued that the primary purposes or goals of breast cancer culture are to maintain breast cancer's dominance as the pre-eminent women's health issue, to promote the appearance that society is doing something effective about breast cancer, and to sustain and expand the social, political, and financial power of breast cancer activists."
20,Breast cancer,Barbara Ehrenreich,organisation,lamented,breast cancer therapy is viewed as a rite of passage rather than a disease,other,"In the same year Barbara Ehrenreich published an opinion piece in Harper's Magazine, lamenting that in breast cancer culture, breast cancer therapy is viewed as a rite of passage rather than a disease."
20,Breast cancer,Breast cancer culture,organisation,requires,women with breast cancer to normalize and feminize their appearance,other,"To fit into this mold, the woman with breast cancer needs to normalize and feminize her appearance, and minimize the disruption that her health issues cause anyone else."
20,Breast cancer,Breast cancer culture,organisation,requires,women with breast cancer to minimize disruption caused by health issues,other,"To fit into this mold, the woman with breast cancer needs to normalize and feminize her appearance, and minimize the disruption that her health issues cause anyone else."
20,Breast cancer,Breast cancer culture,organisation,silences,"anger, sadness, and negativity",other,"Anger, sadness, and negativity must be silenced."
20,Breast cancer,Breast cancer culture,organisation,confers_social_status,cancer survivors,other,"As with most cultural models, people who conform to the model are given social status, in this case as cancer survivors."
20,Breast cancer,Breast cancer culture,organisation,shuns,women who reject the model,other,"Women who reject the model are shunned, punished and shamed."
20,Breast cancer,Breast cancer culture,organisation,treats,adult women like little girls,other,"The culture is criticized for treating adult women like little girls, as evidenced by 'baby' toys such as pink teddy bears given to adult women."
21,Breast cancer,Black women,other,has_higher_mortality_rate_than,White women,other,Black women at every age are more likely to die of breast cancer.
21,Breast cancer,Black women,other,has_higher_incidence_rate_than,White women,other,Breast cancer incidence among Black women aged 45 and older is higher than that of white women in the same age group.
21,Breast cancer,White women,other,has_higher_incidence_rate_than,Black women,other,White women aged 60–84 have higher incidence rates of breast cancer than Black women.
21,Breast cancer,Socioeconomic status,other,contributes_to,breast cancer disparities,disease,"Risk factors such as socioeconomic status, late-stage, or breast cancer at diagnosis, genetic differences in tumor subtypes, and differences in healthcare access all contribute to these disparities."
21,Breast cancer,Healthcare access,other,contributes_to,breast cancer disparities,disease,"Risk factors such as socioeconomic status, late-stage, or breast cancer at diagnosis, genetic differences in tumor subtypes, and differences in healthcare access all contribute to these disparities."
21,Breast cancer,Black women,other,is_diagnosed_at_younger_age_than,White women,other,Black women are usually diagnosed with breast cancer at a younger age than white women.
21,Breast cancer,Asian/Pacific Islander women,other,has_increasing_incidence_rate,breast cancer,disease,The incidence of breast cancer in Black women has increased by 0.4% per year since 1975 and 1.5% per year among Asian/Pacific Islander women since 1992.
21,Breast cancer,Black women,other,has_lower_survival_rate_than,White women,other,The five-year survival rate is noted to be 81% in Black women and 92% in White women.
21,Breast cancer,Chinese women,other,has_higher_survival_rate_than,White women,other,Chinese and Japanese women have the highest survival rates.
22,Breast cancer,Low-income women,other,less_likely_to_undergo,breast cancer screening,disease,"Low-income, immigrant, disabled, and racial and sexual minority women are less likely to undergo breast cancer screening"
22,Breast cancer,Low-income women,other,more_likely_to_receive,late-stage diagnoses,disease,and thus are more likely to receive late-stage diagnoses
22,Breast cancer,Equitable healthcare,other,positively_affect,disparities in breast cancer screening,disease,"Ensuring equitable health care, including breast cancer screenings, can positively affect these disparities"
22,Breast cancer,Informational materials,other,ineffective_in_reducing,disparities in breast cancer screening,disease,"Efforts to promote awareness about the significance of screenings, such as informational materials, are ineffective in reducing these disparities"
22,Breast cancer,Patient navigators and advocates,organisation,offer_personalized_assistance,attending screening and follow-up appointments,other,patient navigators and advocates can offer women personalized assistance with attending screening and follow-up appointments
22,Breast cancer,Legislation requiring mandatory insurance coverage,organisation,increase_screening_rates,among ethnic minority communities,other,"Legislation that requires mandatory insurance coverage of language assistance and mammograms has also increased screening rates, particularly among ethnic minority communities"
22,Breast cancer,Black patients,other,underrepresented_in,clinical trials,other,"less than 3% of patients in clinical trials identify as Black, despite representing 12.7% of the national population"
22,Breast cancer,Hispanic and indigenous women,other,underrepresented_in,breast cancer research,disease,Hispanic and indigenous women are also significantly underrepresented in breast cancer research
22,Breast cancer,Monetary compensation,other,increase_diversity,participants in research and clinical trials,other,"Monetary compensation, language interpreters, and patient navigators can increase the diversity of participants in research and clinical trials"
23,Breast cancer,BRCA2 gene,gene,increased_risk_of,breast cancer,disease,"Men who develop gynecomastia ... are at increased risk, as are men with disease-associated variations in the BRCA2 gene"
23,Breast cancer,Klinefelter syndrome,disease,increased_risk_of,breast cancer,disease,"Men who develop gynecomastia ... are at increased risk, as are men with ... Klinefelter syndrome"
23,Breast cancer,high exposure to estrogens,chemical,increased_risk_of,breast cancer,disease,"Men who develop gynecomastia ... are at increased risk, as are men with ... high exposure to estrogens"
23,Breast cancer,breast cancer,disease,treated_with,surgery,treatment,"Treatment typically involves surgery, followed by radiation if needed"
23,Breast cancer,ER-positive tumors,disease,treated_with,endocrine therapy,treatment,"Around 90% men's tumors are ER-positive, and are treated with endocrine therapy"
23,Breast cancer,endocrine therapy,treatment,includes,tamoxifen,drug,"treated with endocrine therapy, typically tamoxifen"
23,Breast cancer,breast cancer,disease,delayed_diagnosis_due_to,pregnancy-related breast changes,disease,Diagnosing breast cancer in pregnant women is often delayed as symptoms can be masked by pregnancy-related breast changes
23,Breast cancer,chemotherapy,treatment,avoided_during,first trimester,other,Chemotherapy is avoided during the first trimester
23,Breast cancer,chemotherapy,treatment,administered_during,rest of pregnancy term,other,but can be safely administered through the rest of the pregnancy term
23,Breast cancer,anti-HER2 treatments,treatment,delayed_until,after delivery,other,Anti-HER2 treatments ... are delayed until after delivery
23,Breast cancer,endocrine therapies,treatment,delayed_until,after delivery,other,endocrine therapies are delayed until after delivery
23,Breast cancer,anti-HER2 treatments,treatment,contraindicated_with,breastfeeding,other,"These treatments given after delivery can cross into the breast milk, and so breast feeding is generally not possible"
23,Breast cancer,endocrine therapies,treatment,contraindicated_with,breastfeeding,other,"These treatments given after delivery can cross into the breast milk, and so breast feeding is generally not possible"
23,Breast cancer,targeted therapy,treatment,evaluated_in,clinical trials,organisation,"Treatments are being evaluated in clinical trials. This includes individual drugs, combinations of drugs, and surgical and radiation techniques Investigations include new types of targeted therapy"
23,Breast cancer,cancer vaccines,treatment,evaluated_in,clinical trials,organisation,"Investigations include new types of targeted therapy, cancer vaccines"
23,Breast cancer,oncolytic virotherapy,treatment,evaluated_in,clinical trials,organisation,Investigations include ... oncolytic virotherapy
23,Breast cancer,gene therapy,treatment,evaluated_in,clinical trials,organisation,Investigations include ... gene therapy
23,Breast cancer,immunotherapy,treatment,evaluated_in,clinical trials,organisation,Investigations include ... immunotherapy
23,Breast cancer,latest research,other,reported_at,American Society of Clinical Oncology,organisation,The latest research is reported annually at scientific meetings such as that of the American Society of Clinical Oncology
24,Breast cancer,Cryoablation,other,studied_as_substitute_for,Lumpectomy,other,As of 2014 cryoablation is being studied to see if it could be a substitute for a lumpectomy in small cancers.
24,Breast cancer,Cryoablation,other,has_tentative_evidence_for,Tumors less than 2 centimeters across,disease,There is tentative evidence in those with tumors less than 2 centimeters across.
24,Breast cancer,Cryoablation,other,used_in_place_of,Surgery,other,It may also be used in those in who surgery is not possible.
24,Breast cancer,BT-20,other,established_in,1958,other,"The first breast cancer cell line described, BT-20, was established in 1958."
24,Breast cancer,Breast cancer cell lines,other,has_low_number,About 100,other,the number of permanent lines obtained has been strikingly low (about 100).
24,Breast cancer,Attempts to culture breast cancer cell lines,other,attempts_to_culture_unsuccessful,Primary tumors,disease,attempts to culture breast cancer cell lines from primary tumors have been largely unsuccessful.
24,Breast cancer,Effusions,other,provided_source_for,Breast cancer cell lines,other,"Effusions provided generally large numbers of dissociated, viable tumor cells..."
24,Breast cancer,"MCF-7, T-47D, MDA-MB-231, SK-BR-3",other,account_for_majority_of_studies,Breast cancer cell line research,other,Many of the currently used BCC lines were established in the late 1970s...
24,Breast cancer,Mammary tumor,disease,used_as_model_for,Breast cancer in other animals,disease,Mammary tumor for breast cancer in other animals
24,Breast cancer,Mouse models,organisation,used_to_study,Breast cancer metastasis,disease,Mouse models of breast cancer metastasis
25,Breast cancer,Mammary tumor,disease,models,breast cancer,disease,Mammary tumor for breast cancer in other animals
25,Breast cancer,Mouse models,pathway,models,breast cancer metastasis,disease,Mouse models of breast cancer metastasis
27,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,linked_to,Philadelphia chromosome,pathway,"CML was the first cancer to be linked to a clear genetic abnormality, the chromosomal translocation known as the Philadelphia chromosome."
27,Chronic myeloid leukemia,Philadelphia chromosome,pathway,involves,chromosome 9,gene,"In this translocation, parts of two chromosomes (the 9th and 22nd) switch places."
27,Chronic myeloid leukemia,Philadelphia chromosome,pathway,involves,chromosome 22,gene,"In this translocation, parts of two chromosomes (the 9th and 22nd) switch places."
27,Chronic myeloid leukemia,Philadelphia chromosome,pathway,results_in,BCR-ABL fusion gene,gene,"As a result, part of the BCR...gene from chromosome 22 is fused with the ABL gene on chromosome 9."
27,Chronic myeloid leukemia,BCR-ABL fusion gene,gene,produces,p210 protein,chemical,This abnormal 'fusion' gene generates a protein of p210 or sometimes p185 weight.
27,Chronic myeloid leukemia,BCR-ABL fusion gene,gene,has_function,tyrosine kinase,other,"Because ABL carries a domain that can add phosphate groups to tyrosine residues (a tyrosine kinase), the BCR-ABL fusion gene product is also a tyrosine kinase."
27,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,has_risk_factor,male gender,other,CML is more common in males than in females (male to female ratio of 1.4:1)
27,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,has_risk_factor,advanced age,other,appears more commonly in the elderly with a median age at diagnosis of 65 years
27,Chronic myeloid leukemia,Chronic Myeloid Leukemia,disease,has_risk_factor,ionising radiation exposure,chemical,Exposure to ionising radiation appears to be a risk factor
27,Chronic myeloid leukemia,ionising radiation,chemical,increases_incidence_of,Chronic Myeloid Leukemia,disease,based on a 50 fold higher incidence of CML in Hiroshima and Nagasaki nuclear bombing survivors
27,Chronic myeloid leukemia,ionising radiation,chemical,has_peak_incidence,10 years post-exposure,other,The rate of CML in these individuals seems to peak about 10 years after the exposure.
27,Chronic myeloid leukemia,Philadelphia chromosome,pathway,discovered_by,Peter Nowell,organisation,it was first discovered and described in 1960 by two scientists from Philadelphia...Peter Nowell of the University of Pennsylvania
27,Chronic myeloid leukemia,Philadelphia chromosome,pathway,discovered_by,David Hungerford,organisation,it was first discovered and described in 1960 by two scientists from Philadelphia...David Hungerford of Fox Chase Cancer Center.
28,Chronic myeloid leukemia,BCR-ABL protein,gene,interacts_with,interleukin 3beta(c) receptor subunit,gene,The fused BCR-ABL protein interacts with the interleukin 3beta(c) receptor subunit.
28,Chronic myeloid leukemia,BCR-ABL protein,gene,activates,cell cycle proteins,gene,"In turn, BCR-ABL activates a cascade of proteins that control the cell cycle, speeding up cell division."
28,Chronic myeloid leukemia,BCR-ABL protein,gene,inhibits,DNA repair,process,"Moreover, the BCR-ABL protein inhibits DNA repair, causing genomic instability..."
28,Chronic myeloid leukemia,BCR-ABL protein,gene,causes,chronic myelogenous leukemia,disease,...the action of the BCR-ABL protein is the pathophysiologic cause of chronic myelogenous leukemia.
28,Chronic myeloid leukemia,imatinib,drug,inhibits,BCR-ABL protein,gene,...targeted therapies (the first of which was imatinib) that specifically inhibit the activity of the BCR-ABL protein...
28,Chronic myeloid leukemia,tyrosine kinase inhibitors,drug,inhibits,BCR-ABL protein,gene,...targeted therapies [...] that specifically inhibit the activity of the BCR-ABL protein have been developed.
28,Chronic myeloid leukemia,tyrosine kinase inhibitors,drug,induces_remissions,chronic myelogenous leukemia,disease,...tyrosine kinase inhibitors can induce complete remissions in CML...
29,Chronic myeloid leukemia,Chronic Myeloid Leukemia (CML),disease,diagnosed_by,cytogenetics,pathway,CML is diagnosed by cytogenetics that detects the translocation t(9;22)(q34;q11.2)
29,Chronic myeloid leukemia,Chronic Myeloid Leukemia (CML),disease,has_symptom,increased granulocytes,other,"CML is often suspected on the basis of a complete blood count, which shows increased granulocytes of all types"
29,Chronic myeloid leukemia,Chronic Myeloid Leukemia (CML),disease,differentiated_from,leukemoid reaction,disease,"CML must be distinguished from a leukemoid reaction, which can have a similar appearance on a blood smear"
29,Chronic myeloid leukemia,Translocation t(9;22)(q34;q11.2),pathway,involves,ABL1 gene,gene,the translocation t(9;22)(q34;q11.2) which involves the ABL1 gene in chromosome 9 and the BCR gene in chromosome 22
29,Chronic myeloid leukemia,Translocation t(9;22)(q34;q11.2),pathway,involves,BCR gene,gene,the translocation t(9;22)(q34;q11.2) which involves the ABL1 gene in chromosome 9 and the BCR gene in chromosome 22
29,Chronic myeloid leukemia,Translocation t(9;22)(q34;q11.2),pathway,causes,Philadelphia chromosome,chromosomal_abnormality,"As a result of this translocation, the chromosome looks smaller than its homologue chromosome, and this appearance is known as the Philadelphia chromosome chromosomal abnormality"
29,Chronic myeloid leukemia,Philadelphia chromosome,chromosomal_abnormality,detected_by,routine cytogenetics,pathway,this abnormality can be detected by routine cytogenetics
30,Chronic myeloid leukemia,Chronic phase,disease,progresses_to,Accelerated phase,disease,"In the absence of treatment, the disease progresses to an accelerated phase."
30,Chronic myeloid leukemia,Accelerated phase,disease,defined_by,World Health Organization,organisation,"The WHO criteria are perhaps most widely used, and define the accelerated phase by the presence of ≥1 of the following haematological/cytogenetic criteria"
30,Chronic myeloid leukemia,Accelerated phase,disease,has_criteria,tyrosine kinase inhibitor therapy response,other,or provisional criteria concerning response to tyrosine kinase inhibitor (TKI) therapy
30,Chronic myeloid leukemia,World Health Organization,organisation,developed_by,Accelerated phase criteria,other,"the most widely used criteria are those put forward by investigators at M.D. Anderson Cancer Center, by Sokal et al., and the World Health Organization"
30,Chronic myeloid leukemia,Chronic phase,disease,has_symptom,fatigue,other,patients are usually asymptomatic or have only mild symptoms of fatigue
30,Chronic myeloid leukemia,Chronic phase,disease,has_symptom,left side pain,other,"patients are usually asymptomatic or have only mild symptoms of fatigue, left side pain"
30,Chronic myeloid leukemia,Chronic phase,disease,has_symptom,joint and/or hip pain,other,"patients are usually asymptomatic or have only mild symptoms of fatigue, left side pain, joint and/or hip pain"
30,Chronic myeloid leukemia,Chronic phase,disease,has_symptom,abdominal fullness,other,"patients are usually asymptomatic or have only mild symptoms of fatigue, left side pain, joint and/or hip pain, or abdominal fullness"
31,Chronic myeloid leukemia,"Persistent or increasing high white blood cell count (> 10 billion/L), unresponsive to therapy",other,is_a_criterion_for,accelerated phase,disease,"Persistent or increasing high white blood cell count (> 10 billion/L), unresponsive to therapy"
31,Chronic myeloid leukemia,"Persistent or increasing splenomegaly, unresponsive to therapy",other,is_a_criterion_for,accelerated phase,disease,"Persistent or increasing splenomegaly, unresponsive to therapy"
31,Chronic myeloid leukemia,"Persistent thrombocytosis (> 1000 billion/L), unresponsive to therapy",other,is_a_criterion_for,accelerated phase,disease,"Persistent thrombocytosis (> 1000 billion/L), unresponsive to therapy"
31,Chronic myeloid leukemia,"Persistent thrombocytopenia (< 100 billion/L), unrelated to therapy",other,is_a_criterion_for,accelerated phase,disease,"Persistent thrombocytopenia (< 100 billion/L), unrelated to therapy"
31,Chronic myeloid leukemia,≥ 20% basophils in the peripheral blood,other,is_a_criterion_for,accelerated phase,disease,≥ 20% basophils in the peripheral blood
31,Chronic myeloid leukemia,10–19% blasts in the peripheral blood and/or bone marrow,other,is_a_criterion_for,accelerated phase,disease,10–19% blasts in the peripheral blood and/or bone marrow
31,Chronic myeloid leukemia,Additional clonal chromosomal abnormalities in Philadelphia (Ph) chromosome-positive (Ph+) cells at diagnosis,other,is_a_criterion_for,accelerated phase,disease,Additional clonal chromosomal abnormalities in Philadelphia (Ph) chromosome-positive (Ph+) cells at diagnosis
31,Chronic myeloid leukemia,Any new clonal chromosomal abnormality in Ph+ cells that occurs during therapy,other,is_a_criterion_for,accelerated phase,disease,Any new clonal chromosomal abnormality in Ph+ cells that occurs during therapy
31,Chronic myeloid leukemia,Haematological resistance to the first TKI,other,is_a_criterion_for,accelerated phase,disease,Haematological resistance (or failure to achieve a complete haematological response d) to the first TKI
31,Chronic myeloid leukemia,Resistance to two sequential TKIs,other,is_a_criterion_for,accelerated phase,disease,"Any haematological, cytogenetic, or molecular indications of resistance to two sequential TKIs"
32,Chronic myeloid leukemia,Chronic myelogenous leukemia,disease,treated_by,bone marrow transplant,treatment,The only curative treatment for CML is a bone marrow transplant or an allogeneic stem cell transplant.
32,Chronic myeloid leukemia,Chronic myelogenous leukemia,disease,treated_by,allogeneic stem cell transplant,treatment,The only curative treatment for CML is a bone marrow transplant or an allogeneic stem cell transplant.
32,Chronic myeloid leukemia,Chronic myelogenous leukemia,disease,treated_by,tyrosine kinase inhibitors,drug,Other than this there are four major mainstays of treatment in CML: treatment with tyrosine kinase inhibitors...
32,Chronic myeloid leukemia,Chronic myelogenous leukemia,disease,treated_by,myelosuppressive therapy,treatment,Other than this there are four major mainstays of treatment in CML: ... myelosuppressive or leukapheresis therapy...
32,Chronic myeloid leukemia,Chronic myelogenous leukemia,disease,treated_by,splenectomy,treatment,Other than this there are four major mainstays of treatment in CML: ... splenectomy...
32,Chronic myeloid leukemia,Chronic myelogenous leukemia,disease,treated_by,interferon alfa-2b,drug,Other than this there are four major mainstays of treatment in CML: ... interferon alfa-2b treatment.
32,Chronic myeloid leukemia,Cytarabine,drug,replaced_by,Bcr-Abl tyrosine-kinase inhibitors,drug,"In the past, antimetabolites (e.g., cytarabine, hydroxyurea)... have been replaced by Bcr-Abl tyrosine-kinase inhibitors..."
32,Chronic myeloid leukemia,Hydroxyurea,drug,replaced_by,Bcr-Abl tyrosine-kinase inhibitors,drug,"In the past, ... hydroxyurea... have been replaced by Bcr-Abl tyrosine-kinase inhibitors..."
32,Chronic myeloid leukemia,Alkylating agents,drug,replaced_by,Bcr-Abl tyrosine-kinase inhibitors,drug,"In the past, ... alkylating agents... have been replaced by Bcr-Abl tyrosine-kinase inhibitors..."
32,Chronic myeloid leukemia,Interferon alfa 2b,drug,replaced_by,Bcr-Abl tyrosine-kinase inhibitors,drug,"In the past, ... interferon alfa 2b... have been replaced by Bcr-Abl tyrosine-kinase inhibitors..."
32,Chronic myeloid leukemia,Steroids,drug,replaced_by,Bcr-Abl tyrosine-kinase inhibitors,drug,"In the past, ... steroids... have been replaced by Bcr-Abl tyrosine-kinase inhibitors..."
32,Chronic myeloid leukemia,Hydroxyurea,drug,used_to_counteract,leukocytosis,disease,hydroxyurea is still used to counteract the high leukocyte counts encountered during treatment...
32,Chronic myeloid leukemia,Hydroxyurea,drug,preferred_over,other myelosuppressive agents,treatment,it may be the preferred myelosuppressive agent due to its relative lack of leukemogenic effects...
36,Melanoma,Melanoma,disease,is_a,cancer,disease,"Melanoma is a type of cancer, typically skin cancer; it develops from the melanin-producing cells known as melanocytes."
36,Melanoma,Melanoma,disease,develops_from,melanocytes,other,"Melanoma is a type of cancer, typically skin cancer; it develops from the melanin-producing cells known as melanocytes."
36,Melanoma,Melanoma,disease,occurs_in,skin,other,"It typically occurs in the skin, but may rarely occur in the mouth, intestines, or eye (uveal melanoma)."
36,Melanoma,Melanoma,disease,occurs_in,mouth,other,"It typically occurs in the skin, but may rarely occur in the mouth, intestines, or eye (uveal melanoma)."
36,Melanoma,Melanoma,disease,occurs_in,intestines,other,"It typically occurs in the skin, but may rarely occur in the mouth, intestines, or eye (uveal melanoma)."
36,Melanoma,Melanoma,disease,occurs_in,eye,other,"It typically occurs in the skin, but may rarely occur in the mouth, intestines, or eye (uveal melanoma)."
36,Melanoma,Melanoma,disease,occurs_in,lung,other,"In very rare cases melanoma can also happen in the lung, which is known as primary pulmonary melanoma and only happens in 0.01% of primary lung tumors."
36,Melanoma,Melanoma,disease,has_common_location,legs,other,"In females, melanomas most commonly occur on the legs; while in men, on the back."
36,Melanoma,Melanoma,disease,has_common_location,back,other,"In females, melanomas most commonly occur on the legs; while in men, on the back."
36,Melanoma,Melanoma,disease,has_alternative_name,malignant melanoma,other,Melanoma is frequently referred to as malignant melanoma.
36,Melanoma,Medical community,organisation,recommends_avoiding_term,malignant melanoma,other,"However, the medical community stresses that there is no such thing as a 'benign melanoma' and recommends that the term 'malignant melanoma' should be avoided as it is redundant."
36,Melanoma,Melanoma,disease,develops_from,mole,other,About 30% of melanomas develop from moles.
36,Melanoma,Melanoma,disease,has_indicative_change,increase in size,other,"Changes in a mole that can indicate melanoma include increase—especially rapid increase—in size, irregular edges, change in color, itchiness, or skin breakdown."
37,Melanoma,Melanoma,disease,has_symptom,Changes to the shape or color of existing moles,other,Early signs of melanoma are changes to the shape or color of existing moles
37,Melanoma,Nodular melanoma,disease,has_symptom,Appearance of a new lump on the skin,other,"in the case of nodular melanoma, the appearance of a new lump anywhere on the skin"
37,Melanoma,Melanoma,disease,has_symptom,Itching,other,"At later stages, the mole may itch, ulcerate, or bleed"
37,Melanoma,Melanoma,disease,has_symptom,Ulceration,other,"At later stages, the mole may itch, ulcerate, or bleed"
37,Melanoma,Melanoma,disease,has_symptom,Bleeding,other,"At later stages, the mole may itch, ulcerate, or bleed"
37,Melanoma,Melanoma,disease,has_symptom,Asymmetry,other,Early signs of melanoma are summarized by the mnemonic 'ABCDEEFG': Asymmetry
37,Melanoma,Melanoma,disease,has_symptom,Irregular borders,other,Borders (irregular with edges and corners)
37,Melanoma,Melanoma,disease,has_symptom,Variegated color,other,Colour (variegated)
38,Melanoma,UV radiation,other,is_a_risk_factor_for,melanoma,disease,The main risk factor for melanoma formation is exposure to UV radiation
38,Melanoma,Tanning beds,other,increases_risk_of,melanoma,disease,UV radiation exposure from tanning beds increases the risk of melanoma
38,Melanoma,International Agency for Research on Cancer,organisation,classifies_as_carcinogenic_to_humans,tanning beds,other,The International Agency for Research on Cancer finds that tanning beds are 'carcinogenic to humans'
38,Melanoma,People starting tanning device use before age thirty,other,increases_risk_by_75_percent,melanoma,disease,people who begin using tanning devices before the age of thirty years are 75% more likely to develop melanoma
38,Melanoma,Airplane workers,other,have_increased_risk_due_to,UV radiation,other,"Those who work in airplanes also appear to have an increased risk, believed to be due to greater exposure to UV"
38,Melanoma,UVB light,other,absorbed_by,DNA in skin cells,other,UVB light... is absorbed directly by DNA in skin cells
38,Melanoma,UVA light,other,absorbed_by,DNA in skin cells,other,UVA light... can also be absorbed directly by DNA in skin cells
38,Melanoma,Radiation exposure (UVA and UVB),other,is_a_major_contributor_to,melanoma,disease,Radiation exposure (UVA and UVB) is a major contributor to the development of melanoma
38,Melanoma,Sunburn,other,is_causally_related_to,melanoma,disease,Occasional extreme sun exposure that results in 'sunburn'... is causally related to melanoma
38,Melanoma,Socioeconomic conditions,other,influences_risk,melanoma,disease,The risk appears to be strongly influenced by socioeconomic conditions
38,Melanoma,Tumor suppressor genes,gene,mutations_increase_risk_of,melanoma,disease,Other factors are mutations in (or total loss of) tumor suppressor genes
38,Melanoma,Intensity of sun exposure,other,is_significant_element_in_determining_risk,melanoma,disease,Possible significant elements in determining risk include the intensity and duration of sun exposure
38,Melanoma,Duration of sun exposure,other,is_significant_element_in_determining_risk,melanoma,disease,Possible significant elements in determining risk include the intensity and duration of sun exposure
38,Melanoma,Age of sun exposure,other,is_significant_element_in_determining_risk,melanoma,disease,Possible significant elements in determining risk include... the age at which sun exposure occurs
38,Melanoma,Skin pigmentation,other,is_significant_element_in_determining_risk,melanoma,disease,Possible significant elements in determining risk include... the degree of skin pigmentation
39,Melanoma,Family history,other,increases_risk_of,Melanoma,disease,Having a family history of melanoma increases one's risk
39,Melanoma,First-degree relative,other,increases_risk_of,Melanoma,disease,Having a first-degree relative increasing one's risk of developing melanoma by 1.74 times
39,Melanoma,Personal history of melanoma,other,increases_risk_of,Melanoma,disease,Having a personal history of melanoma increases the risk of developing another melanoma in the future
39,Melanoma,Familial melanoma,disease,presents_as,Multiple skin lesions,other,Familial melanoma is more likely to present as multiple skin lesions than non-familial melanoma
